date,close,rate,mean,pos,neg,neu
2023/9/12,1.0752,0.0372,-0.2667,0,1,0
2023/9/13,1.0728,-0.2232,-0.3667,0,1,0
2023/9/14,1.0641,-0.811,-0.6,0,1,0
2023/9/15,1.0655,0.1316,-0.42,0,1,0
2023/9/18,1.069,0.3285,-0.15,0,1,0
2023/9/19,1.0677,-0.1216,0.1333,1,0,0
2023/9/20,1.0659,-0.1686,0.3333,1,0,0
2023/9/21,1.0658,-0.0094,-0.48,0,1,0
2023/9/22,1.0652,-0.0563,-0.0833,0,1,0
2023/9/25,1.059,-0.5821,-0.475,0,1,0
2023/9/26,1.057,-0.1889,-0.25,0,1,0
2023/9/27,1.05,-0.6623,-0.72,0,1,0
2023/9/28,1.0559,0.5619,-0.75,0,1,0
2023/9/29,1.057,0,0,0,0,0
2023/10/2,1.0476,-0.8893,-0.8,0,1,0
2023/10/3,1.0465,-0.105,-0.7333,0,1,0
2023/10/4,1.0503,0.3631,0.3,1,0,0
2023/10/5,1.0548,0,0,0,0,0
2023/10/6,1.0586,0.3603,-0.4,0,1,0
2023/10/9,1.0565,0,0,0,0,0
2023/10/10,1.0603,0.3597,0.3,1,0,0
2023/10/11,1.0617,0.132,-0.6,0,1,0
2023/10/12,1.0526,0,0,0,0,0
2023/10/13,1.0509,-0.1615,-0.4,0,1,0
2023/10/16,1.0558,0,0,0,0,0
2023/10/17,1.0575,0.161,0.025,1,0,0
2023/10/18,1.0535,0,0,0,0,0
2023/10/19,1.0579,0,0,0,0,0
2023/10/20,1.0593,0.1323,-0.0333,0,1,0
2023/10/23,1.0668,0.708,0.4,1,0,0
2023/10/24,1.0588,-0.7499,-0.0333,0,1,0
2023/10/25,1.0563,0,0,0,0,0
2023/10/26,1.056,-0.0284,-0.3,0,1,0
2023/10/27,1.0564,0.0379,0,0,0,1
2023/10/30,1.0613,0.4638,0.025,1,0,0
2023/10/31,1.0576,-0.3486,-0.55,0,1,0
2023/11/1,1.0568,-0.0756,-0.5,0,1,0
2023/11/2,1.062,0.4921,0.24,1,0,0
2023/11/3,1.0729,1.0264,0.55,1,0,0
2023/11/6,1.0715,-0.1305,0.35,1,0,0
2023/11/7,1.0699,-0.1493,0.1333,1,0,0
2023/11/8,1.0707,0.0748,0,0,0,1
2023/11/9,1.0666,-0.3829,-0.2,0,1,0
2023/11/10,1.0681,0,0,0,0,0
2023/11/13,1.0697,0.1498,0.0667,1,0,0
2023/11/14,1.0879,1.7014,0.61,1,0,0
2023/11/15,1.0846,-0.3033,0.45,1,0,0
2023/11/16,1.085,0.0369,-0.4,0,1,0
2023/11/17,1.0907,0,0,0,0,0
2023/11/20,1.0938,0.2842,0.6333,1,0,0
2023/11/21,1.0909,-0.2651,-0.3,0,1,0
2023/11/22,1.0887,-0.2017,-0.3667,0,1,0
2023/11/23,1.0904,0.1561,0.2,1,0,0
2023/11/24,1.0939,0,0,0,0,0
2023/11/27,1.0953,0,0,0,0,0
2023/11/28,1.099,0.3378,0.7,1,0,0
2023/11/29,1.0968,-0.2002,0.3,1,0,0
2023/11/30,1.0886,-0.7476,-0.4,0,1,0
2023/12/1,1.0881,-0.0459,0,0,0,1
2023/12/4,1.0836,-0.4136,-0.3667,0,1,0
2023/12/5,1.0795,-0.3784,0.4,1,0,0
2023/12/6,1.0762,0,0,0,0,0
2023/12/7,1.0792,0.2788,-0.1,0,1,0
2023/12/8,1.0761,-0.2872,-0.225,0,1,0
2023/12/11,1.0761,0,0,0,0,1
2023/12/12,1.0792,0,0,0,0,0
2023/12/13,1.0873,0.7506,0.2,1,0,0
2023/12/14,1.0991,1.0853,0.35,1,0,0
2023/12/15,1.0894,-0.8825,0.0667,1,0,0
2023/12/18,1.0922,0.257,0,0,0,1
2023/12/19,1.098,0.531,0.475,1,0,0
